operon_no.	start_gene	last_gene	start_position	last_position	strand	in_operon	P1	P2	P3	P4	TSS type	number of TSS	internal 	flag	non-coding	RNA
638	CCNA_01093	CCNA_01091	1198962	1197735	-	y	x	x	x	x	NO	0	n	simple	0	x
637	CCNA_01090	CCNA_01088	1197659	1194028	-	y	1197681	x	x	x	TRUE	1	y	complex	0	x
635	CCNA_01086	CCNA_01086	1193113	1191305	-	n	1193113	x	x	x	POTENTIAL	1	y	complex	0	x
634	CCNA_01085	CCNA_01085	1191112	1190105	-	n	1191129	x	x	x	TRUE	1	n	simple	0	x
632	CCNA_01082	CCNA_01082	1186698	1185664	-	n	x	x	x	x	NO	0	n	simple	0	x
630	CCNA_01079	CCNA_01079	1184190	1184014	-	n	1184190	x	x	x	POTENTIAL	1	n	simple	0	x
628	CCNA_01077	CCNA_01077	1183075	1180973	-	n	x	x	x	x	NO	0	n	simple	0	x
627	CCNA_01076	CCNA_01075	1180887	1179849	-	y	1180916	x	x	x	POTENTIAL	1	n	simple	0	x
625	CCNA_01074	CCNA_01073	1179754	1179165	-	y	1179782	x	x	x	POTENTIAL	1	n	simple	0	x
624	CCNA_01072	CCNA_01072	1179061	1178906	-	n	x	x	x	x	NO	0	n	simple	0	x
623	CCNA_01071	CCNA_01070	1178732	1176508	-	y	x	x	x	x	NO	0	n	simple	0	x
621	CCNA_01068	CCNA_01068	1174130	1172841	-	n	1174156	x	x	x	POTENTIAL	1	n	simple	0	x
616	CCNA_01058	CCNA_01058	1159429	1159130	-	n	1159498	x	x	x	TRUE	1	n	simple	0	x
615	CCNA_01057	CCNA_01055	1159047	1154844	-	y	1159111	x	x	x	TRUE	1	n	simple	0	x
606	CCNA_01046	CCNA_01045	1141746	1140749	-	y	1141775	x	x	x	POTENTIAL	1	n	simple	0	x
604	CCNA_01043	CCNA_01042	1139944	1137267	-	y	1139986	x	x	x	TRUE	1	n	simple	0	x
603	CCNA_01041	CCNA_01041	1136704	1136570	-	n	1136907	x	x	x	POTENTIAL	1	n	simple	0	x
601	CCNA_01038	CCNA_01038	1133387	1132998	-	n	1133411	x	x	x	TRUE	1	n	simple	0	x
601.1	CCNA_01037	CCNA_01037	1132891	1132130	-	n	1132924	x	x	x	TRUE	1	n	simple	0	x
600	CCNA_01036	CCNA_01036	1132048	1129199	-	n	x	x	x	x	NO	0	y	complex	0	x
596	CCNA_01030	CCNA_01030	1119501	1118884	-	n	1119518	x	x	x	POTENTIAL	1	n	simple	0	x
595	CCNA_01029	CCNA_01029	1118816	1115733	-	n	x	x	x	x	NO	0	n	simple	0	x
593	CCNA_01027	CCNA_01027	1114013	1113648	-	n	x	x	x	x	NO	0	n	simple	0	x
592	CCNA_01026	CCNA_01024	1113450	1111617	-	y	1113528	1113518	1113467	x	TRUE	multiple	y	complex	0	x
588	CCNA_01020	CCNA_01019	1104375	1100992	-	y	1104472	1104453	1104408	x	TRUE	multiple	n	complex	1	CCNA_R0127
587	CCNA_01018	CCNA_01018	1100821	1099898	-	n	x	x	x	x	NO	0	n	simple	0	x
584	CCNA_01014	CCNA_01014	1095267	1094791	-	n	x	x	x	x	NO	0	n	simple	0	x
582	CCNA_01011	CCNA_01007	1092254	1086496	-	y	1092301	x	x	x	TRUE	1	n	simple	0	x
580	CCNA_01003	CCNA_01001	1085081	1083029	-	y	1085133	1085109	x	x	TRUE	multiple	y	complex	0	x
573	CCNA_00994	CCNA_00994	1077076	1075409	-	n	x	x	x	x	NO	0	n	simple	0	x
572	CCNA_00993	CCNA_00993	1075248	1073710	-	n	x	x	x	x	NO	0	n	simple	0	x
571	CCNA_00992	CCNA_00992	1073638	1072625	-	n	1073919	x	x	x	POTENTIAL	1	n	simple	0	x
570	CCNA_00991	CCNA_00990	1072560	1071582	-	y	x	x	x	x	NO	0	n	simple	0	x
568	CCNA_00988	CCNA_00988	1069569	1068127	-	n	x	x	x	x	NO	0	n	simple	0	x
566	CCNA_00985	CCNA_00983	1066802	1062171	-	y	1066846	x	x	x	TRUE	1	y	complex	0	x
562	CCNA_00976	CCNA_00976	1056786	1055002	-	n	1057044	x	x	x	TRUE	1	n	simple	0	x
560	CCNA_00973	CCNA_00973	1050782	1050375	-	n	1050822	x	x	x	POTENTIAL	1	n	simple	0	x
558	CCNA_00971	CCNA_00971	1050041	1049148	-	n	x	x	x	x	NO	0	n	simple	0	x
556	CCNA_00969	CCNA_00969	1045882	1044122	-	n	1046049	1045929	x	x	TRUE	multiple	n	complex	0	x
554	CCNA_00967	CCNA_00967	1042019	1041399	-	n	1042042	x	x	x	TRUE	1	n	simple	0	x
552	CCNA_00965	CCNA_00965	1040613	1039915	-	n	1040613	x	x	x	POTENTIAL	1	n	simple	0	x
551	CCNA_00964	CCNA_00964	1039740	1039648	-	n	x	x	x	x	NO	0	n	simple	0	x
550	CCNA_00963	CCNA_00962	1039353	1038480	-	y	1039379	x	x	x	TRUE	1	n	simple	0	x
548	CCNA_00958	CCNA_00958	1037278	1035956	-	n	1037321	x	x	x	TRUE	1	n	simple	0	x
540	CCNA_03944	CCNA_00941	1021586	1017151	-	y	x	x	x	x	NO	0	n	simple	0	x
537	CCNA_00938	CCNA_00938	1014273	1013086	-	n	1014430	1014299	x	x	POTENTIAL	multiple	n	simple	0	x
536	CCNA_00937	CCNA_00937	1012924	1012655	-	n	1012943	x	x	x	TRUE	1	n	simple	0	x
534	CCNA_00935	CCNA_00935	1011679	1010693	-	n	x	x	x	x	NO	0	n	simple	0	x
531	CCNA_00928	CCNA_00927	1005102	1003804	-	y	1005131	x	x	x	POTENTIAL	1	n	simple	0	x
530	CCNA_00926	CCNA_00926	1003636	1002665	-	n	1003657	x	x	x	TRUE	1	n	simple	0	x
529	CCNA_00925	CCNA_00924	1002560	1001739	-	y	1002605	x	x	x	TRUE	1	n	simple	0	x
524	CCNA_00917	CCNA_00916	995262	994709	-	y	995262	x	x	x	TRUE	1	n	simple	0	x
522	CCNA_00914	CCNA_00914	993815	993288	-	n	x	x	x	x	NO	0	n	simple	0	x
521	CCNA_00913	CCNA_00905	993209	985509	-	y	993231	993209	x	x	POTENTIAL	multiple	y	complex	0	x
519	CCNA_00901	CCNA_00901	981606	980770	-	n	x	x	x	x	NO	0	n	simple	0	x
517	CCNA_00899	CCNA_00898	978094	976253	-	y	x	x	x	x	NO	0	y	complex	0	x
515	CCNA_00896	CCNA_00896	975920	975549	-	n	x	x	x	x	NO	0	n	simple	0	x
510	CCNA_00890	CCNA_00890	968767	967847	-	n	x	x	x	x	NO	0	n	simple	0	x
509	CCNA_00889	CCNA_00889	967756	967313	-	n	967781	x	x	x	POTENTIAL	1	n	simple	0	x
505	CCNA_00885	CCNA_00883	964730	963045	-	y	964756	x	x	x	TRUE	1	n	simple	0	x
504	CCNA_00882	CCNA_00882	962853	961855	-	n	x	x	x	x	NO	0	n	simple	0	x
503	CCNA_00881	CCNA_00880	961699	959391	-	y	961712	x	x	x	TRUE	1	n	simple	0	x
499	CCNA_00877	CCNA_00875	954947	953751	-	y	954956	x	x	x	TRUE	1	y	complex	0	x
497	CCNA_00873	CCNA_00873	952834	952037	-	n	952957	x	x	x	TRUE	1	n	simple	0	x
497.1	CCNA_00872	CCNA_00870	952008	950449	-	y	952032	x	x	x	TRUE	1	n	simple	0	x
496	CCNA_00869	CCNA_00869	950383	947426	-	n	950400	x	x	x	TRUE	1	y	complex	0	x
494	CCNA_00866	CCNA_00864	945817	942458	-	y	x	x	x	x	NO	0	n	simple	0	x
494.5	CCNA_00863	CCNA_00862	942333	939696	-	y	942431	x	x	x	TRUE	1	n	simple	0	x
493	CCNA_00861	CCNA_00861	939557	938979	-	n	939592	x	x	x	TRUE	1	n	simple	0	x
492	CCNA_00860	CCNA_00859	938855	937676	-	y	938924	938895	x	x	TRUE	multiple	y	complex	0	x
490	CCNA_00857	CCNA_00857	934963	933527	-	n	935113	x	x	x	TRUE	1	n	simple	0	x
489	CCNA_00856	CCNA_00856	933355	931733	-	n	x	x	x	x	NO	0	n	simple	0	x
488	CCNA_00855	CCNA_00855	931592	930735	-	n	x	x	x	x	NO	0	n	simple	0	x
486	CCNA_00853	CCNA_00853	929016	928249	-	n	x	x	x	x	NO	0	n	simple	0	x
484	CCNA_00851	CCNA_00848	927470	921330	-	y	927562	x	x	x	POTENTIAL	1	y	complex	1	CCNA_R0123
482	CCNA_00846	CCNA_00844	920390	916721	-	y	920412	x	x	x	TRUE	1	y	complex	0	x
481	CCNA_00843	CCNA_00843	916645	915317	-	n	x	x	x	x	NO	0	n	simple	0	x
480	CCNA_00842	CCNA_00842	915233	913509	-	n	915248	x	x	x	TRUE	1	y	complex	0	x
479	CCNA_00841	CCNA_00841	913419	911803	-	n	913475	x	x	x	POTENTIAL	1	n	simple	0	x
476	CCNA_00838	CCNA_00838	906873	904900	-	n	906907	x	x	x	POTENTIAL	1	n	simple	0	x
475	CCNA_00837	CCNA_00837	904739	903123	-	n	x	x	x	x	NO	0	n	simple	0	x
2397	CCNA_03942	CCNA_03942	899490	899356	-	n	x	x	x	x	NO	0	n	simple	0	x
470	CCNA_00832	CCNA_00832	898481	897582	-	n	x	x	x	x	NO	0	n	simple	0	x
465	CCNA_00826	CCNA_00825	887742	886217	-	y	887754	x	x	x	POTENTIAL	1	n	simple	0	x
464	CCNA_00824	CCNA_00823	886054	884441	-	y	886139	x	x	x	TRUE	1	y	complex	0	x
463	CCNA_00822	CCNA_00822	884305	883961	-	n	x	x	x	x	NO	0	n	simple	0	x
462	CCNA_00821	CCNA_00818	883889	881445	-	y	x	x	x	x	NO	0	n	simple	0	x
461	CCNA_00817	CCNA_00815	881284	878273	-	y	x	x	x	x	NO	0	n	simple	0	x
460	CCNA_00814	CCNA_00814	878080	877757	-	n	878080	x	x	x	POTENTIAL	1	n	simple	0	x
459	CCNA_00813	CCNA_00809	877531	872590	-	y	877557	x	x	x	TRUE	1	n	simple	0	x
458	CCNA_00808	CCNA_00805	872310	869089	-	y	872364	872331	x	x	TRUE	multiple	y	complex	0	x
457	CCNA_00804	CCNA_00804	868859	868374	-	n	x	x	x	x	NO	0	n	simple	0	x
454	CCNA_00799	CCNA_00795	864705	858980	-	y	x	x	x	x	NO	0	y	complex	0	x
451	CCNA_00792	CCNA_00792	856210	855026	-	n	856242	x	x	x	TRUE	1	n	simple	0	x
449	CCNA_00789	CCNA_00789	853523	852873	-	n	853543	x	x	x	POTENTIAL	1	n	simple	0	x
447	CCNA_00787	CCNA_00787	851420	850554	-	n	851443	x	x	x	TRUE	1	n	simple	0	x
2395	CCNA_03938	CCNA_03938	850442	850116	-	n	850489	x	x	x	TRUE	1	n	simple	0	x
446	CCNA_00785	CCNA_00785	849932	848157	-	n	849932	x	x	x	POTENTIAL	1	n	simple	0	x
444	CCNA_00783	CCNA_00783	846426	844450	-	n	846445	x	x	x	TRUE	1	y	complex	0	x
443	CCNA_00782	CCNA_00782	844108	842489	-	n	x	x	x	x	NO	0	n	simple	0	x
441	CCNA_00780	CCNA_00780	841686	840760	-	n	841781	841686	x	x	TRUE	multiple	n	complex	0	x
439	CCNA_00778	CCNA_00777	839778	835363	-	y	840033	839805	x	x	TRUE	multiple	y	complex	0	x
438	CCNA_00776	CCNA_00776	835249	831686	-	n	x	x	x	x	NO	0	n	simple	0	x
437	CCNA_00775	CCNA_00775	831593	830436	-	n	831593	x	x	x	POTENTIAL	1	n	simple	0	x
434	CCNA_00772	CCNA_00772	827239	827021	-	n	x	x	x	x	NO	0	n	simple	0	x
431	CCNA_00767	CCNA_00766	824421	823602	-	y	824421	x	x	x	TRUE	1	n	simple	0	x
429	CCNA_00764	CCNA_00761	822897	820655	-	y	822935	x	x	x	TRUE	1	n	simple	0	x
428	CCNA_00760	CCNA_00760	820510	818810	-	n	x	x	x	x	NO	0	n	simple	0	x
427	CCNA_00759	CCNA_00759	818675	816201	-	n	x	x	x	x	NO	0	n	simple	0	x
425	CCNA_00757	CCNA_00757	815314	814256	-	n	x	x	x	x	NO	0	n	simple	0	x
424	CCNA_00756	CCNA_00755	814120	813444	-	y	814185	x	x	x	POTENTIAL	1	n	complex	1	CCNA_R0119
423	CCNA_00754	CCNA_00754	813296	812595	-	n	813312	x	x	x	POTENTIAL	1	n	simple	0	x
422	CCNA_00753	CCNA_00753	812437	811400	-	n	x	x	x	x	NO	0	n	simple	0	x
421	CCNA_00752	CCNA_00752	811262	810384	-	n	811319	x	x	x	TRUE	1	n	simple	0	x
420	CCNA_00751	CCNA_00750	810233	807593	-	y	810255	x	x	x	POTENTIAL	1	n	simple	0	x
418	CCNA_00747	CCNA_00747	804953	803595	-	n	804963	x	x	x	TRUE	1	y	complex	0	x
417	CCNA_00746	CCNA_00745	803496	802070	-	y	x	x	x	x	NO	0	n	simple	0	x
414	CCNA_00742	CCNA_00740	800797	798513	-	y	800797	x	x	x	POTENTIAL	1	y	complex	0	x
412	CCNA_00738	CCNA_00738	798110	797019	-	n	798244	x	x	x	POTENTIAL	1	n	simple	0	x
411	CCNA_03934	CCNA_00736	796828	793143	-	y	796828	x	x	x	TRUE	1	y	complex	0	x
410	CCNA_00735	CCNA_00735	793030	792461	-	n	793099	x	x	x	TRUE	1	n	simple	0	x
408	CCNA_00731	CCNA_00731	789274	787361	-	n	x	x	x	x	NO	0	n	simple	0	x
404	CCNA_00726	CCNA_00725	782970	780950	-	y	783013	x	x	x	POTENTIAL	1	n	simple	0	x
402	CCNA_00722	CCNA_00721	779933	777942	-	y	780023	x	x	x	TRUE	1	n	simple	0	x
400	CCNA_03933	CCNA_03931	774278	773437	-	y	774321	x	x	x	TRUE	1	n	simple	0	x
399	CCNA_03930	CCNA_00718	772894	771887	-	y	772904	x	x	x	TRUE	1	n	simple	0	x
2378	CCNA_03929	CCNA_03929	771834	771721	-	n	771937	x	x	x	POTENTIAL	1	n	simple	0	x
397	CCNA_00716	CCNA_00716	771567	771391	-	n	771603	x	x	x	POTENTIAL	1	n	simple	0	x
2377	CCNA_03928	CCNA_03928	771327	771136	-	n	771603	x	x	x	POTENTIAL	1	n	simple	0	x
2376	CCNA_03927	CCNA_03927	771094	770798	-	n	x	x	x	x	NO	0	n	simple	0	x
395	CCNA_00714	CCNA_03926	770709	770292	-	y	x	x	x	x	NO	0	n	simple	0	x
393	CCNA_00712	CCNA_00712	770252	769938	-	n	x	x	x	x	NO	0	n	simple	0	x
391	CCNA_00710	CCNA_00710	768690	767521	-	n	768722	x	x	x	POTENTIAL	1	n	simple	0	x
389	CCNA_00708	CCNA_00707	767110	764103	-	y	767110	x	x	x	POTENTIAL	1	y	complex	0	x
388	CCNA_00706	CCNA_00706	764003	763590	-	n	x	x	x	x	NO	0	n	simple	0	x
387	CCNA_00705	CCNA_00705	763315	763025	-	n	763406	x	x	x	TRUE	1	n	simple	0	x
383	CCNA_00700	CCNA_00700	761024	759099	-	n	761108	x	x	x	TRUE	1	n	simple	0	x
381	CCNA_00698	CCNA_00698	757815	757318	-	n	x	x	x	x	NO	0	n	simple	0	x
379	CCNA_00695	CCNA_00695	756148	754514	-	n	756171	x	x	x	POTENTIAL	1	n	simple	0	x
378	CCNA_00694	CCNA_00693	754342	751485	-	y	754342	x	x	x	TRUE	1	y	complex	0	x
376	CCNA_00691	CCNA_00691	748901	748560	-	n	748934	748907	x	x	TRUE	multiple	n	complex	0	x
375	CCNA_00690	CCNA_00690	748207	747704	-	n	748440	x	x	x	TRUE	1	n	simple	0	x
373	CCNA_00688	CCNA_00687	745096	743356	-	y	745122	x	x	x	POTENTIAL	1	n	simple	0	x
371	CCNA_00685	CCNA_00683	741725	738931	-	y	x	x	x	x	NO	0	n	simple	0	x
369	CCNA_00681	CCNA_00680	737981	736612	-	y	x	x	x	x	NO	0	n	simple	0	x
368	CCNA_00678	CCNA_00677	735007	733882	-	y	735123	x	x	x	TRUE	1	n	simple	0	x
367	CCNA_00676	CCNA_00674	733734	731887	-	y	733748	x	x	x	TRUE	1	n	simple	0	x
365	CCNA_00672	CCNA_00672	730693	729890	-	n	730793	x	x	x	POTENTIAL	1	n	simple	0	x
364	CCNA_00671	CCNA_00667	729756	723506	-	y	729790	x	x	x	TRUE	1	n	simple	0	x
361	CCNA_00663	CCNA_00660	719943	717822	-	y	x	x	x	x	NO	0	y	complex	0	x
359	CCNA_00655	CCNA_00655	710310	708328	-	n	x	x	x	x	NO	0	y	complex	0	x
355	CCNA_00642	CCNA_00641	692899	692376	-	y	692957	x	x	x	TRUE	1	n	simple	0	x
354	CCNA_00640	CCNA_00640	692172	691897	-	n	x	x	x	x	NO	0	n	simple	0	x
353	CCNA_00639	CCNA_00637	691751	684440	-	y	691801	x	x	x	TRUE	1	n	complex	1	CCNA_R0113
350	CCNA_00628	CCNA_00627	673771	672921	-	y	x	x	x	x	NO	0	n	simple	0	x
349	CCNA_00626	CCNA_00626	672842	670929	-	n	x	x	x	x	NO	0	n	simple	0	x
347	CCNA_00624	CCNA_00624	670396	669233	-	n	x	x	x	x	NO	0	n	simple	0	x
2374	CCNA_03925	CCNA_03925	668223	667900	-	n	668251	x	x	x	TRUE	1	n	simple	0	x
344	CCNA_00621	CCNA_00621	666601	666047	-	n	x	x	x	x	NO	0	n	simple	0	x
342	CCNA_00616	CCNA_00616	660612	660157	-	n	x	x	x	x	NO	0	n	simple	0	x
341	CCNA_03924	CCNA_00612	660031	653295	-	y	660052	x	x	x	TRUE	1	n	simple	0	x
334	CCNA_00605	CCNA_00605	641910	641122	-	n	641929	x	x	x	TRUE	1	y	complex	0	x
332	CCNA_00598	CCNA_00598	634816	631886	-	n	x	x	x	x	NO	0	n	simple	0	x
330	CCNA_00596	CCNA_00595	628364	626899	-	y	628443	x	x	x	POTENTIAL	1	n	simple	0	x
329	CCNA_00594	CCNA_00593	626342	622934	-	y	626583	x	x	x	POTENTIAL	1	y	complex	0	x
329.1	CCNA_00592	CCNA_00589	622871	617851	-	y	622873	x	x	x	TRUE	1	y	complex	0	x
325	CCNA_00586	CCNA_00586	615746	614415	-	n	x	x	x	x	NO	0	n	simple	0	x
322	CCNA_00583	CCNA_00583	613205	611838	-	n	x	x	x	x	NO	0	n	simple	0	x
2372	CCNA_03886	CCNA_03886	611065	609287	-	n	611089	x	x	x	POTENTIAL	1	n	simple	0	x
2288	CCNA_00580	CCNA_00579	609290	604210	-	y	x	x	x	x	NO	0	n	simple	0	x
315	CCNA_00570	CCNA_00567	589130	583664	-	y	589204	x	x	x	POTENTIAL	1	y	complex	0	x
314	CCNA_00566	CCNA_00566	583541	582330	-	n	x	x	x	x	NO	0	n	simple	0	x
313	CCNA_00565	CCNA_00565	581778	580036	-	n	581827	x	x	x	TRUE	1	n	simple	0	x
311	CCNA_00559	CCNA_00557	575737	573020	-	y	575737	x	x	x	TRUE	1	n	simple	0	x
307	CCNA_00553	CCNA_00552	570172	568956	-	y	570194	x	x	x	POTENTIAL	1	n	simple	0	x
306	CCNA_00551	CCNA_00551	568700	568260	-	n	568762	x	x	x	TRUE	1	n	simple	0	x
301	CCNA_00543	CCNA_00542	562363	561341	-	y	562396	x	x	x	TRUE	1	y	complex	0	x
2371	CCNA_03923	CCNA_03923	560972	560907	-	n	x	x	x	x	NO	0	n	simple	0	x
299	CCNA_00540	CCNA_00540	560776	559904	-	n	560776	x	x	x	TRUE	1	n	simple	0	x
298	CCNA_00539	CCNA_00539	559709	558249	-	n	x	x	x	x	NO	0	n	simple	0	x
294	CCNA_00533	CCNA_00533	546187	544865	-	n	x	x	x	x	NO	0	n	simple	0	x
289	CCNA_00525	CCNA_00521	539654	536277	-	y	x	x	x	x	NO	0	y	complex	0	x
288	CCNA_00520	CCNA_00520	536136	535198	-	n	536166	x	x	x	POTENTIAL	1	n	simple	0	x
287	CCNA_00519	CCNA_00519	534967	533891	-	n	535016	534993	x	x	TRUE	multiple	n	complex	0	x
286	CCNA_00518	CCNA_00516	533733	531683	-	y	533823	x	x	x	TRUE	1	n	simple	0	x
282	CCNA_00512	CCNA_00509	527045	523993	-	y	527065	x	x	x	TRUE	1	y	complex	0	x
281	CCNA_00508	CCNA_00508	523927	523154	-	n	523927	x	x	x	TRUE	1	n	simple	0	x
279	CCNA_00504	CCNA_00504	520193	519729	-	n	520286	x	x	x	TRUE	1	n	simple	0	x
276	CCNA_00501	CCNA_00499	518417	515480	-	y	518582	x	x	x	TRUE	1	n	simple	0	x
275	CCNA_00498	CCNA_00498	515404	515285	-	n	x	x	x	x	NO	0	n	simple	0	x
273	CCNA_00491	CCNA_00491	509508	508870	-	n	509770	509638	x	x	TRUE	multiple	n	complex	0	x
271	CCNA_00489	CCNA_00488	507747	506715	-	y	507747	x	x	x	TRUE	1	n	simple	0	x
268	CCNA_00485	CCNA_00484	502142	500314	-	y	502218	x	x	x	TRUE	1	n	simple	0	x
267	CCNA_00483	CCNA_00483	500224	499379	-	n	500262	x	x	x	TRUE	1	n	simple	0	x
265	CCNA_00480	CCNA_00480	497022	495724	-	n	x	x	x	x	NO	0	n	simple	0	x
263	CCNA_00478	CCNA_00478	495143	494406	-	n	495197	x	x	x	TRUE	1	n	simple	0	x
262	CCNA_00477	CCNA_00477	494284	494090	-	n	494489	x	x	x	POTENTIAL	1	n	simple	0	x
261	CCNA_00476	CCNA_00473	493709	488274	-	y	x	x	x	x	NO	0	n	simple	0	x
259	CCNA_00472	CCNA_00470	488169	484789	-	y	488210	x	x	x	TRUE	1	y	complex	0	x
258	CCNA_00469	CCNA_00469	483454	482231	-	n	483494	x	x	x	TRUE	1	y	complex	0	x
257	CCNA_00468	CCNA_00468	481933	481820	-	n	481937	x	x	x	POTENTIAL	1	n	simple	0	x
250	CCNA_03920	CCNA_00452	461868	458721	-	y	x	x	x	x	NO	0	n	simple	0	x
245	CCNA_00438	CCNA_00438	445200	444889	-	n	445255	445221	x	x	TRUE	multiple	n	complex	0	x
241	CCNA_00432	CCNA_00432	438650	438156	-	n	x	x	x	x	NO	0	n	simple	0	x
239	CCNA_00430	CCNA_00430	437741	437556	-	n	x	x	x	x	NO	0	n	simple	0	x
236	CCNA_00425	CCNA_00425	436094	435633	-	n	436156	436132	x	x	TRUE	multiple	y	complex	0	x
233	CCNA_03919	CCNA_00420	433170	431334	-	y	433197	x	x	x	TRUE	1	n	simple	0	x
231	CCNA_00417	CCNA_00416	430498	429725	-	y	430542	430522	x	x	POTENTIAL	multiple	n	simple	0	x
230	CCNA_00415	CCNA_00415	429584	428613	-	n	x	x	x	x	NO	0	n	simple	0	x
228	CCNA_00408	CCNA_00408	424308	423040	-	n	x	x	x	x	NO	0	n	simple	0	x
226	CCNA_00406	CCNA_00406	422538	422170	-	n	422729	422593	422574	x	TRUE	multiple	n	complex	0	x
224	CCNA_00398	CCNA_00398	416764	415406	-	n	416782	x	x	x	TRUE	1	n	simple	0	x
222	CCNA_00396	CCNA_00396	413610	412933	-	n	413633	x	x	x	TRUE	1	n	simple	0	x
220	CCNA_00394	CCNA_00393	410899	409326	-	y	410916	x	x	x	TRUE	1	n	simple	0	x
217	CCNA_00389	CCNA_00389	405895	405104	-	n	406173	405895	x	x	POTENTIAL	multiple	n	simple	0	x
216	CCNA_00388	CCNA_00388	405006	404125	-	n	405058	x	x	x	TRUE	1	n	simple	0	x
214	CCNA_00386	CCNA_00386	403445	402858	-	n	403445	x	x	x	TRUE	1	n	simple	0	x
212	CCNA_00383	CCNA_00383	400487	399852	-	n	400487	x	x	x	TRUE	1	n	simple	0	x
211	CCNA_00382	CCNA_00382	399713	398637	-	n	399736	x	x	x	TRUE	1	y	complex	0	x
209	CCNA_00380	CCNA_00380	397418	396879	-	n	397418	x	x	x	TRUE	1	n	simple	0	x
208	CCNA_00379	CCNA_00377	396640	391953	-	y	x	x	x	x	NO	0	n	simple	0	x
206	CCNA_00374	CCNA_00370	390177	387576	-	y	390244	x	x	x	TRUE	1	y	complex	0	x
201	CCNA_00365	CCNA_00361	382655	377803	-	y	382729	x	x	x	TRUE	1	y	complex	0	x
198	CCNA_00358	CCNA_00358	375836	374976	-	n	375854	x	x	x	TRUE	1	n	simple	0	x
192	CCNA_00352	CCNA_00352	369155	368358	-	n	369337	369202	x	x	TRUE	multiple	n	complex	0	x
190	CCNA_00350	CCNA_00349	365986	364395	-	y	366013	x	x	x	TRUE	1	n	simple	0	x
189	CCNA_00348	CCNA_00348	364221	362218	-	n	x	x	x	x	NO	0	n	simple	0	x
186	CCNA_00345	CCNA_00345	360176	359343	-	n	360199	x	x	x	TRUE	1	n	simple	0	x
182	CCNA_00333	CCNA_00333	344957	344130	-	n	345005	x	x	x	TRUE	1	n	simple	0	x
180	CCNA_00330	CCNA_00330	342602	341832	-	n	342657	x	x	x	TRUE	1	n	simple	0	x
178	CCNA_00327	CCNA_00327	340490	339828	-	n	x	x	x	x	NO	0	n	simple	0	x
176	CCNA_00324	CCNA_00324	338390	337932	-	n	338438	338429	x	x	TRUE	multiple	n	complex	0	x
174	CCNA_00321	CCNA_00320	335755	334940	-	y	335824	335784	335755	x	TRUE	multiple	n	complex	0	x
173	CCNA_00319	CCNA_00319	334757	334224	-	n	x	x	x	x	NO	0	n	simple	0	x
171	CCNA_00317	CCNA_00313	332971	326715	-	y	332971	x	x	x	TRUE	1	y	complex	0	x
170	CCNA_00312	CCNA_00309	326630	323812	-	y	326669	x	x	x	TRUE	1	y	complex	0	x
168	CCNA_00307	CCNA_00303	322868	317027	-	y	322868	x	x	x	POTENTIAL	1	n	simple	0	x
166	CCNA_00300	CCNA_00300	314385	313978	-	n	314536	x	x	x	TRUE	1	n	simple	0	x
164	CCNA_00298	CCNA_00297	312666	311039	-	y	x	x	x	x	NO	0	n	simple	0	x
162	CCNA_00290	CCNA_00290	304305	301048	-	n	304383	304318	x	x	TRUE	multiple	y	complex	0	x
161	CCNA_00289	CCNA_00288	300797	299485	-	y	300837	x	x	x	TRUE	1	n	simple	0	x
160	CCNA_00287	CCNA_00286	299318	297735	-	y	299340	x	x	x	TRUE	1	n	simple	0	x
159	CCNA_00285	CCNA_00283	297542	295109	-	y	297565	x	x	x	TRUE	1	n	simple	0	x
157	CCNA_00281	CCNA_00280	294567	292898	-	y	294567	x	x	x	TRUE	1	n	simple	0	x
155	CCNA_00276	CCNA_00276	290096	289617	-	n	x	x	x	x	NO	0	n	simple	0	x
154	CCNA_00275	CCNA_00275	289527	288082	-	n	x	x	x	x	NO	0	n	simple	0	x
151	CCNA_00267	CCNA_00267	281872	280931	-	n	x	x	x	x	NO	0	n	simple	0	x
150	CCNA_00266	CCNA_00266	280837	279599	-	n	x	x	x	x	NO	0	n	simple	0	x
148	CCNA_00264	CCNA_00264	277637	276384	-	n	277743	x	x	x	POTENTIAL	1	n	simple	0	x
147	CCNA_00263	CCNA_00263	276237	275815	-	n	276261	x	x	x	TRUE	1	n	simple	0	x
144	CCNA_00260	CCNA_00260	273558	272872	-	n	273800	x	x	x	TRUE	1	n	simple	0	x
143	CCNA_00259	CCNA_00259	272620	271910	-	n	272689	x	x	x	TRUE	1	n	simple	0	x
141	CCNA_00257	CCNA_00257	271567	270176	-	n	271625	x	x	x	TRUE	1	n	simple	0	x
140	CCNA_00256	CCNA_00255	270057	268063	-	y	270057	x	x	x	POTENTIAL	1	n	simple	0	x
137	CCNA_00252	CCNA_00252	265745	263784	-	n	265812	265795	x	x	TRUE	multiple	y	complex	0	x
135	CCNA_00248	CCNA_00248	260914	259514	-	n	260914	x	x	x	POTENTIAL	1	n	simple	0	x
134	CCNA_00247	CCNA_00247	259436	258879	-	n	259482	x	x	x	TRUE	1	n	simple	0	x
132	CCNA_00243	CCNA_00243	256810	256412	-	n	x	x	x	x	NO	0	n	simple	0	x
2367	CCNA_03917	CCNA_03917	256344	256240	-	n	256376	256357	x	x	TRUE	multiple	n	complex	0	x
